ID,NameSubtext_lang,Description_lang,AuraDescription_lang
62447,,"永久性地在一件腿部装备上附加土灵腿甲片，使其获得格挡等级提高40，耐力提高28点的效果。

附魔之后，该装备会与你绑定。",
62451,,每$t1秒对周围半径$a1码范围内的敌人造成$s1点自然伤害，持续$d。,每$t1秒对周围半径$a1码范围内的敌人造成$s1点自然伤害。
62453,,命中时造成冰霜伤害。,
62457,,命中时造成$s1点冰霜伤害。,
62458,"等级 1",获得${$m1/10}点符文能量。,
62459,"等级 3",你的寒冰锁链技能现在可以生成${$62458m1/10}点额外的符文能量。,
62463,,当积雪冰锥碎裂时形成雪流。,
62466,,吸收电能，对施法者和能量源之间的锥形区域中的敌人造成$s2点自然伤害。,.
62467,,由于将力量借给弗蕾亚，长老变得筋疲力尽了。,由于将力量借给弗蕾亚，长老变得筋疲力尽了。
62469,,对附近的敌人造成冰霜伤害，并使其无法移动，最长持续$d。,无法移动。
62470,,对靠近风暴之锤落点的敌人造成$s1点自然伤害，使其施法时间延长$s2%，持续$d。,施法时间延长$s2%。
62471,,向发动机中灌注液态蓝铁，使移动速度提高$s2%。持续$d。,攻城车的移动速度提高$s2%。
62472,,开始对攻城车进行手动检修。,
62473,,向攻城车的弹药筒中装填$s1发炮弹。需要液态蓝铁。,
62475,,系统过载，受到的伤害提高$s1%。,"昏迷。
受到的伤害提高$s1%。"
62478,,物理伤害降低$s3%，但是攻击可以造成$62867s1点额外的冰霜伤害。另外，所有敌人在$d内受到每$t2秒$64544s1点冰霜伤害。,物理伤害降低$s3%，但是攻击可以造成$62867s1点额外的冰霜伤害。另外，所有敌人受到每$t2秒$64544s1点冰霜伤害。
62479,,使用你的铁钩和锁链抓住已锁定为目标的箱子。,
62480,,为攻城车补充榴弹。,补充了$s1枚榴弹。
62481,,"内含榴弹。
可以由攻城车进行收集。","内含榴弹。
可以由攻城车进行收集。"
62488,,向未激活的铁铸像发射熔岩之箭，将其激活，保卫施法者。,
62489,,对目标造成$s1点法术火焰伤害。,每1秒造成一次法术火焰伤害。
62490,,向远方投射一枚蓝铁球，造成伤害，但是会消耗弹药。,
62491,,右键点击以召唤或解散你的泰达希尔树苗。,
62492,,向正前方发射一枚震荡榴弹。,
62493,,发射一枚电球，使目标减速。,近战攻击间隔降低$s1%。
62494,,"内含液态蓝铁。
可以由攻城车进行收集。","内含液态蓝铁。
可以由攻城车进行收集。"
62495,,可以用攻城车收集。,可以用攻城车收集。
62496,,为攻城车补充$s1罐液态蓝铁。,补充了$s1罐液态蓝铁。
62501,,寒冰碎片击碎箱子。,
62507,,使目标向尤格-萨隆的意志屈服，但仍保留一些理智。,屈服于尤格-萨隆的意志。
62508,,右键点击以召唤或解散你的丹莫罗熊宝宝。,
62510,,右键点击以召唤或解散你的提瑞斯法蝙蝠宝宝。,
62513,,右键点击以召唤或解散你的杜隆塔尔蝎子。,
62514,,右键点击以召唤或解散你的报警发条机器人。,
62516,,右键点击以召唤或解散你的艾尔文小羊羔。,
62519,,受到的治疗量提高$s1%。,受到的治疗量提高$s1%。
62521,,使弗蕾亚的自然协调层数降低25。,使弗蕾亚的自然协调层数降低25。
62522,,震击施法者面前半径$a1码的锥形区域内的所有敌人，打断施法，并使他们在$d内不能施放该系法术。,
62524,,使弗蕾亚的自然协调层数降低2。,使弗蕾亚的自然协调层数降低2。
62525,,使弗蕾亚的自然协调层数降低10。,使弗蕾亚的自然协调层数降低10。
62526,,使用符文结界禁锢一个目标，该符文法阵在$d后爆炸，对目标周围造成$62527s1点火焰伤害。,"无法移动。
效果结束后，对附近的友方单位造成$62527s1点火焰伤害。"
62528,,生命缚誓者的能量每$t1秒为弗蕾亚恢复$s1点生命值。,每$t1秒恢复$s1点生命值。
62530,,施法者熔化，急速提高$62531s1%。另外，每秒都有烈焰从施法者身上冒出，对周围半径$62530a1码范围内的敌人造成$62530s1点火焰伤害。,
62532,,监护者之握阻断了攻击和施法。,"沉默。
平静。"
62533,,对附近的所有敌人造成$s1点冰霜伤害，并将其冻结在寒冰中。,
62537,,这只青蛙找到了真爱。,找到了真爱。
63023,,对施法者周围半径$a1码范围内的所有敌人造成$s1点伤害。,
13598,,奥术法术强度提高$s1点。,
62541,,"强大的信息素阻断了监护者之握。
制造伤害的能力提高$s2%。","强大的信息素阻断了监护者之握。
制造伤害的能力提高$s2%。"
62542,,右键点击以召唤或解散你的莫高雷小陆行鸟。,
62544,,近战攻击，造成$s1点伤害。,
62546,,发射一团烈焰，灼烧施法者面前半径$62553a1码范围内的所有敌人，每半秒造成$62553s1点火焰伤害，持续$d。另外，被这个法术灼烧的地面持续燃烧，每秒对周围半径$62549a1码内的所有敌人造成$62549s1点火焰伤害。站在这个范围内的铁铸像会被加热，并最终熔化。,
62548,,发射一团烈焰，灼烧施法者面前半径$62553a1码范围内的所有敌人，每半秒造成$62553s1点火焰伤害，持续$62546d。另外，被这个法术灼烧的地面持续燃烧，每秒对周围半径$62549a1码内的所有敌人造成$62549s1点火焰伤害。站在这个范围内的铁铸像会被加热，并最终熔化。,
62552,,受到的伤害降低$s3%。被碎盾或冲锋击中则移除一层防御效果。最多可以叠加三层防御。,受到的伤害降低$s3%。被碎盾或冲锋击中则移除一层防御效果。
62555,,伤害提高$s1%，攻击速度提高$s2%。,"伤害提高$s1%。
攻击速度提高$s2%。"
62560,,使盟友获得托里姆的力量。,"造成的伤害提高$s1%。
攻击和施法速度提高$s2%。
生命值增加$s3%。"
62561,,右键点击以召唤或解散你的沙滩蟹。,
62562,,右键点击以召唤或解散你的埃门谷花苗。,
62563,,冲锋攻击，造成$64591s1点伤害，并移除目标身上的一层防御效果。,
62564,,右键点击以召唤或解散你的魔法扫帚。,
62565,,使目标向尤格-萨隆的意志屈服，但仍保留一些理智。,"屈服于尤格-萨隆的意志。
造成的伤害降低$s1%。
生命值降低
$s2%。"
62566,,周期性地召唤孢子。,周期性地召唤孢子。
62568,,召唤一颗异界孢子。,召唤一颗异界孢子。
62572,,召唤生命缚誓者的礼物。,召唤生命缚誓者的礼物。
62573,,你无法移动，长枪也被卡住了。,你无法移动，长枪也被卡住了。
62574,,在亲吻湖蛙之前抹在嘴上，以免长疣。,你可以安全地亲吻湖蛙，不用担心长疣了！
62575,,远程攻击，造成$62626s1点伤害，并移除对手身上的一层防御效果。,
62576,,寒冰之雨在屋内移动，每$t1秒造成$s1点冰霜伤害，持续$d。,"每$t1秒造成$s1点伤害。
移动速度降低$s2%。"
62577,,制造一片移动的冰雨之云。,
62578,,传送到随机敌人身边。,
62581,,你粗心大意地亲吻青蛙，结果嘴上长疣了。,你粗心大意地亲吻青蛙，结果嘴上长疣了。
62584,,艾欧娜尔的礼物为弗蕾亚和她的所有仆从恢复$s2%的生命值。,艾欧娜尔的礼物为弗蕾亚和她的所有仆从恢复$s2%的生命值。
62589,,使一个敌人感染，每$t1秒对其周围的盟友造成一次自然伤害，持续$d。,每$t1秒对周围的盟友造成$s1点自然伤害。
62590,,对附近的友方单位造成自然伤害。,对附近的友方单位造成自然伤害。
62594,,,暴风城的冠军。
62595,,,暴风城的候选者。
62596,,,暴风城的勇士。
62597,,对附近的敌人造成$s1点冰霜伤害，并使其被冻结，最多持续$d。,无法行动。
62598,,爆炸对周围半径$a1码范围内的敌人造成$s1点火焰伤害。,受到的火焰伤害提高$s2%。
62600,被动,你在熊形态和巨熊形态下每次打出爆击，都可以获得野蛮防御效果，使你受到的下一次物理伤害降低，数值相当于你的攻击强度的$62600s1%。,
62606,,你在熊形态和巨熊形态下每次打出爆击，都可以获得野蛮防御效果，使你受到的下一次物理伤害降低，数值相当于你的攻击强度的$62600s1%。,吸收一次物理伤害，数值相当于你的攻击强度值的$s1%。
62607,,你的长枪卡住了，对目标造成$s1点伤害。,
62608,"等级 1",鞭笞者造成相当于其近战伤害$s1%的火焰伤害。,
62609,,右键点击以召唤或解散你的银色侍从。,
62610,,,被你自己饲养的蝎子蛰了。它脾气真差。
62613,,向一个目标发动冲锋，造成$s2点物理伤害，并将其击退。,
62619,,强大的信息素阻断了监护者之握。,强大的信息素阻断了监护者之握。
62623,,对目标周围半径$a1码范围内的敌人造成$s1点自然伤害。,
62625,,对施法者面前一个锥形区域内的敌人造成$s1点自然伤害。,对施法者面前一个锥形区域内的敌人造成$s1点自然伤害。
62626,,远程攻击，造成$s1点伤害，并移除目标身上的一层防御效果。,
62628,,强力的远程攻击。,
62629,,将4朵冬水仙作为礼物送给达克玛尔湖中的少女。只能在达克玛尔献礼法阵中使用。,
62632,,像旋风一般挥舞手中的武器，攻击周围的所有敌人，持续$d，造成普通伤害再加上$15576s1点伤害。,"攻击附近的所有敌人，造成普通伤害再加上$33239s1点伤害。
移动速度降低$s2%。"
62633,,旋风般地攻击附近的敌人，造成自然伤害。,
62634,,发射小型的爆破弹，对目标区域中的所有敌人造成火焰伤害。,
62639,,"Storm Lasher Visual","Storm Lasher Visual"
62645,,向正前方发射一枚震荡榴弹，造成$62493s1点自然伤害，并使冲击区域附近的所有敌人的攻击速度降低。,
62649,,对一个敌人造成$s1点伤害。,
62650,,造成的伤害提高$s1%，受到的所有伤害降低$s2%。,"造成的伤害提高$s1%。
受到的所有伤害降低$s2%。"
62653,,穿过前方一条直线上的最多$r1个敌人。,
62654,,穿过一条直线上的敌人，造成$s1点冰霜伤害，并将其击退。,
62659,,向一个目标发射暗影箭，对冲击点周围的所有敌人造成$s1点暗影伤害，并将他们击退。冲击之后会留下一个持续$63277d的能量场，造成的伤害提高$63277s1%，治疗能力降低$63277s2%，法力值消耗降低$63277s3%。,
62660,,向一个随机目标发射导弹。当导弹着陆时，会对着陆地点周围半径$62659a1码范围内的所有敌人造成$62659s1点暗影伤害。,
62661,,对周围半径$a1码范围内的所有敌人造成$s1点火焰伤害，熔化它们的护甲，使其防护效果降低$s2%，持续$d。,护甲值降低$s2%。
13599,,奥术法术强度提高$s1点。,
62662,,黑暗的力量笼罩施法者，使其造成的物理伤害提高$s2%，但是移动速度降低$s1%，持续$d。,"物理伤害提高$s2%。
移动速度降低$s1%。"
62663,,对鞭笞者进行的攻击促使防护性的树皮开始生长，提高伤害，但同时降低移动速度。可以叠加。,"伤害提高$s1%。
移动速度降低$s2%。"
62664,,对鞭笞者进行的攻击促使防护性的树皮开始生长，提高伤害，但同时降低移动速度。,对鞭笞者进行的攻击促使防护性的树皮开始生长，提高伤害，但同时降低移动速度。
62665,,对易伤目标进行的攻击可以造成更多伤害。,对易伤目标进行的攻击可以造成更多伤害。
62666,,击退施法者周围的敌人。,
62670,,你造成的所有伤害提高$s1%，你受到的所有治疗量提高$s2%。,"你造成的所有伤害提高$s1%。
你受到的治疗量提高$s2%。"
62671,,所有伤害提高$s1%，移动速度提高$s2%。,"伤害提高$s1%。
移动速度提高$s2%。"
62674,,右键点击以召唤或解散你的机械鸟。,
62678,,召唤弗蕾亚的盟友为保卫奥杜尔而战。,召唤弗蕾亚的盟友为保卫奥杜尔而战。
62680,,践踏地面，导致烈焰喷射出来，造成$s1点伤害，将目标击飞，并使其不能施法，持续$62681d。另外，目标每秒受到$s2点火焰伤害，持续$d。,每秒造成$s2点火焰伤害。
62692,,阻止几乎所有类型的法力值自然回复方式。只有蝰蛇守护、智慧审判、萨满之怒和灵魂协调可以保持一部分效果。近战攻击速度降低$s2%。,"无法通过大部分常规方式回复或获得法力值。
近战攻击速度降低$s2%。"
62699,"等级 1",在施法者身边召唤一个生命值为$s1点的回春图腾，每$58765t1秒为周围半径$58761a1码范围内的所有队友恢复$58765s1点生命值，持续$d。,
62702,,你造成的所有伤害提高$s1%，生命总值提高$s2%。,"你造成的所有伤害提高$s1%。
生命总值提高$s2%。"
62705,,修理作战车辆。,最近刚刚被修理过。
62707,,随机冲锋一个目标并将其抓住，扔进施法者的熔渣炉中。目标不能攻击施法者，且每秒受到$62717s1点火焰伤害，持续$62717d。如果目标存活下来，则受到魔法熔渣的影响，移动速度提高$62836s1%，急速提高$62836s2%，持续$62836d。,
